location,size,total_sqft,bath,price,bhk,price_per_sqft
Bisuvanahalli,3 BHK,1075.0,2.0,90.0,3,8372
other,4 Bedroom,3200.0,4.0,1200.0,4,37500
Kasavanhalli,2 BHK,1200.0,2.0,78.0,2,6500
Sarjapur  Road,2 BHK,1233.0,2.0,77.65,2,6297
Bannerghatta Road,2 BHK,1255.0,2.0,65.26,2,5200
Begur Road,2 BHK,1200.0,2.0,37.8,2,3149
Varthur,3 BHK,2145.0,3.0,175.0,3,8158
1st Phase JP Nagar,5 Bedroom,1500.0,5.0,85.0,5,5666
Kothannur,2 BHK,740.0,2.0,34.0,2,4594
Kengeri,3 BHK,1250.0,3.0,48.0,3,3840
other,2 BHK,1210.0,2.0,40.0,2,3305
Sarjapur  Road,3 BHK,1525.0,2.0,60.0,3,3934
Kogilu,1 Bedroom,540.0,1.0,36.0,1,6666
Tumkur Road,3 BHK,1240.0,2.0,84.0,3,6774
Subramanyapura,3 BHK,1245.0,2.0,68.0,3,5461
other,3 Bedroom,1865.0,3.0,350.0,3,18766
Hosa Road,2 BHK,1104.0,2.0,36.43,2,3299
Bisuvanahalli,3 BHK,1075.0,2.0,35.99,3,3347
Nagavara,2 BHK,2200.0,2.0,55.0,2,2500
Whitefield,2 BHK,1155.0,2.0,60.0,2,5194
other,2 BHK,1520.0,2.0,62.0,2,4078
Thigalarapalya,4 BHK,3122.0,6.0,245.0,4,7847
Harlur,2 BHK,1290.0,2.0,85.0,2,6589
other,3 BHK,2300.0,3.0,80.0,3,3478
Kannamangala,4 Bedroom,3000.0,4.0,200.0,4,6666
other,1 BHK,400.0,1.0,14.0,1,3500
Banashankari,3 BHK,1340.0,2.0,53.6,3,4000
Malleshwaram,2 BHK,900.0,2.0,95.0,2,10555
Rajaji Nagar,6 Bedroom,1800.0,4.0,324.0,6,18000
Hennur Road,2 BHK,987.0,2.0,49.0,2,4964
Old Madras Road,3 BHK,1720.0,3.0,100.0,3,5813
Hebbal,2 BHK,1040.0,2.0,50.0,2,4807
Anandapura,2 Bedroom,900.0,2.0,64.0,2,7111
Raja Rajeshwari Nagar,2 BHK,1030.0,2.0,50.0,2,4854
Neeladri Nagar,3 BHK,2556.0,3.0,133.0,3,5203
Basavangudi,3 BHK,1850.0,3.0,168.0,3,9081
Kaval Byrasandra,4 Bedroom,750.0,4.0,110.0,4,14666
Balagere,2 BHK,1028.0,2.0,31.86,2,3099
7th Phase JP Nagar,2 BHK,1270.0,2.0,83.0,2,6535
Sahakara Nagar,3 BHK,1655.0,3.0,115.0,3,6948
Electronics City Phase 1,2 BHK,940.0,2.0,40.0,2,4255
Domlur,2 BHK,1050.0,2.0,85.0,2,8095
other,4 Bedroom,600.0,4.0,40.0,4,6666
other,2 BHK,946.0,2.0,38.0,2,4016
CV Raman Nagar,3 BHK,1726.0,3.0,145.0,3,8400
Sarakki Nagar,3 BHK,2121.0,4.0,253.0,3,11928
Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341
Sarjapur,3 BHK,1525.0,2.0,48.0,3,3147
Kengeri,2 BHK,1025.0,2.0,57.0,2,5560
other,5 Bedroom,1575.0,4.0,150.0,5,9523
other,2 BHK,860.0,1.0,43.0,2,5000
Talaghattapura,3 BHK,1223.0,2.0,42.81,3,3500
other,4 BHK,3750.0,3.0,550.0,4,14666
Kothannur,2 BHK,1197.0,2.0,47.8,2,3993
Garudachar Palya,2 BHK,1150.0,2.0,52.75,2,4586
other,4 Bedroom,4800.0,5.0,629.0,4,13104
R.T. Nagar,2 BHK,1040.0,2.0,46.0,2,4423
Banashankari,2 BHK,1310.0,2.0,80.0,2,6106
Uttarahalli,3 BHK,1788.0,3.0,98.34,3,5500
Raja Rajeshwari Nagar,2 BHK,1144.0,2.0,38.55,2,3369
Anjanapura,2 BHK,1070.0,2.0,39.0,2,3644
other,2 BHK,1200.0,2.0,70.0,2,5833
Ambedkar Nagar,3 BHK,1862.0,3.0,120.0,3,6444
Margondanahalli,2 Bedroom,1200.0,2.0,58.5,2,4875
Begur Road,2 BHK,970.0,2.0,27.0,2,2783
Kasavanhalli,3 BHK,1646.0,3.0,79.5,3,4829
Sarjapur  Road,4 BHK,4395.0,4.0,242.0,4,5506
other,5 Bedroom,1200.0,4.0,100.0,5,8333
Iblur Village,3 BHK,1995.0,3.0,135.0,3,6766
1st Block Jayanagar,4 Bedroom,2400.0,4.0,450.0,4,18750
Hosakerehalli,2 BHK,1085.0,2.0,47.74,2,4400
Budigere,2 BHK,1139.0,2.0,56.8,2,4986
Haralur Road,2 BHK,1092.0,2.0,44.0,2,4029
Pattandur Agrahara,3 BHK,1767.0,3.0,98.0,3,5546
other,3 BHK,1700.0,3.0,80.0,3,4705
Bellandur,3 BHK,1692.0,3.0,88.0,3,5200
6th Phase JP Nagar,3 BHK,1645.0,3.0,100.0,3,6079
Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237
other,2 BHK,1100.0,2.0,60.0,2,5454
Gollarapalya Hosahalli,3 BHK,1408.0,3.0,62.0,3,4403
Banashankari Stage III,4 Bedroom,2400.0,4.0,240.0,4,10000
Kadugodi,4 Bedroom,1920.0,4.0,200.0,4,10416
other,5 Bedroom,6040.0,4.0,170.0,5,2814
Thigalarapalya,3 BHK,2072.0,4.0,150.0,3,7239
Malleshwaram,2 BHK,1420.0,2.0,158.0,2,11126
Electronics City Phase 1,3 Bedroom,2040.0,3.0,137.0,3,6715
Sarjapur  Road,3 BHK,1220.0,3.0,56.0,3,4590
8th Phase JP Nagar,4 Bedroom,1200.0,4.0,145.0,4,12083
other,2 BHK,1300.0,2.0,79.0,2,6076
Electronics City Phase 1,2 BHK,1150.0,2.0,39.0,2,3391
KR Puram,2 BHK,1470.0,2.0,86.0,2,5850
Hosa Road,2 BHK,1063.0,2.0,31.9,2,3000
other,2 BHK,1311.0,2.0,48.0,2,3661
other,4 BHK,3500.0,4.0,350.0,4,10000
Nagarbhavi,4 Bedroom,600.0,2.0,100.0,4,16666
other,3 BHK,1400.0,2.0,55.0,3,3928
Kanakpura Road,2 Bedroom,2200.0,2.0,62.0,2,2818
Thanisandra,3 BHK,1430.0,2.0,56.0,3,3916
Vidyaranyapura,2 BHK,1060.0,2.0,55.0,2,5188
other,3 BHK,1000.0,2.0,110.0,3,11000
Sector 7 HSR Layout,3 BHK,1760.0,3.0,145.0,3,8238
Whitefield,3 BHK,2010.0,3.0,92.0,3,4577
Kanakpura Road,3 BHK,1480.0,2.0,64.23,3,4339
8th Phase JP Nagar,3 BHK,1230.0,2.0,43.5,3,3536
Gottigere,3 BHK,1300.0,3.0,65.0,3,5000
other,4 Bedroom,800.0,4.0,120.0,4,15000
Frazer Town,4 BHK,4850.0,6.0,385.0,4,7938
Singasandra,2 BHK,1100.0,2.0,52.0,2,4727
Harlur,3 BHK,1752.12,3.0,116.0,3,6620
Marathahalli,2 BHK,957.0,2.0,46.9,2,4900
Balagere,1 BHK,790.5,1.0,41.9,1,5300
other,3 BHK,1942.0,3.0,102.0,3,5252
other,2 BHK,1000.0,2.0,53.0,2,5300
Yeshwanthpur,1 BHK,668.0,1.0,36.85,1,5516
other,5 Bedroom,3000.0,6.0,1000.0,5,33333
Nagarbhavi,3 Bedroom,600.0,2.0,80.0,3,13333
Uttarahalli,2 BHK,1089.0,2.0,43.55,2,3999
Thanisandra,3 BHK,1800.0,3.0,90.0,3,5000
Yelahanka New Town,1 BHK,960.0,2.0,18.0,1,1875
Yelahanka,2 BHK,1036.0,2.0,39.35,2,3798
Marathahalli,3 BHK,1583.0,3.0,105.0,3,6632
7th Phase JP Nagar,4 Bedroom,3300.0,4.0,150.0,4,4545
Padmanabhanagar,2 BHK,1100.0,2.0,65.0,2,5909
other,1 Bedroom,800.0,1.0,100.0,1,12500
Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216
Dodda Nekkundi,2 BHK,850.0,2.0,28.0,2,3294
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,51.51,2,4306
Thanisandra,3 BHK,1697.0,3.0,114.0,3,6717
TC Palaya,2 Bedroom,1000.0,2.0,64.0,2,6400
HRBR Layout,3 BHK,1567.0,3.0,90.0,3,5743
Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000
Sarjapur  Road,4 Bedroom,3750.0,6.0,290.0,4,7733
other,2 BHK,950.0,2.0,45.0,2,4736
other,2 BHK,1022.0,2.0,52.0,2,5088
Kammasandra,2 BHK,1018.0,2.0,23.45,2,2303
other,4 Bedroom,2000.0,3.0,25.0,4,1250
Bharathi Nagar,2 BHK,1322.0,2.0,68.0,2,5143
Marsur,4 Bedroom,1800.0,4.0,145.0,4,8055
Doddakallasandra,3 BHK,1460.0,2.0,58.39,3,3999
other,2 BHK,990.0,2.0,44.55,2,4500
other,3 BHK,2400.0,3.0,260.0,3,10833
Whitefield,3 BHK,1635.0,2.0,85.0,3,5198
Rajaji Nagar,4 BHK,3526.0,4.0,558.0,4,15825
Padmanabhanagar,4 Bedroom,3400.0,3.0,210.0,4,6176
other,3 BHK,2770.0,3.0,460.0,3,16606
EPIP Zone,4 BHK,3035.0,5.0,200.0,4,6589
other,3 BHK,1533.0,3.0,85.0,3,5544
Akshaya Nagar,3 BHK,1720.0,3.0,134.0,3,7790
Frazer Town,3 BHK,2000.0,3.0,200.0,3,10000
Yeshwanthpur,2 BHK,1185.0,2.0,75.84,2,6400
Varthur Road,2 BHK,900.0,2.0,27.0,2,3000
Attibele,1 BHK,395.0,1.0,10.25,1,2594
Electronic City Phase II,2 BHK,1031.0,2.0,56.35,2,5465
other,6 Bedroom,2400.0,8.0,650.0,6,27083
Thanisandra,4 BHK,2650.0,4.0,240.0,4,9056
Basaveshwara Nagar,5 Bedroom,2400.0,5.0,415.0,5,17291
Uttarahalli,3 BHK,1330.0,2.0,46.55,3,3500
Hennur,2 BHK,1259.0,2.0,57.0,2,4527
Raja Rajeshwari Nagar,3 BHK,1570.0,3.0,88.0,3,5605
Bisuvanahalli,3 BHK,1075.0,2.0,36.0,3,3348
Whitefield,2 BHK,1216.0,2.0,79.0,2,6496
Sarjapur  Road,3 BHK,1428.0,2.0,66.0,3,4621
Begur Road,2 BHK,1160.0,2.0,40.59,2,3499
other,3 Bedroom,600.0,2.0,110.0,3,18333
other,3 BHK,1475.0,3.0,70.0,3,4745
Harlur,3 BHK,1754.0,3.0,135.0,3,7696
Rayasandra,3 BHK,1639.0,3.0,83.0,3,5064
Hennur Road,3 BHK,1804.0,3.0,102.0,3,5654
Whitefield,3 Bedroom,1200.0,3.0,56.2,3,4683
other,2 BHK,1135.0,2.0,55.0,2,4845
Begur Road,2 BHK,1260.0,2.0,46.62,2,3700
other,5 Bedroom,1440.0,5.0,110.0,5,7638
Hennur Road,3 BHK,2160.0,3.0,160.0,3,7407
Rayasandra,7 Bedroom,700.0,6.0,85.0,7,12142
Rachenahalli,2 BHK,1220.0,2.0,59.5,2,4877
Margondanahalli,2 Bedroom,1200.0,2.0,67.0,2,5583
Yelahanka,2 BHK,1300.0,2.0,65.0,2,5000
Cox Town,1 BHK,605.0,1.0,29.0,1,4793
Vijayanagar,6 Bedroom,1230.0,4.0,210.0,6,17073
Bhoganhalli,2 BHK,1444.0,2.0,75.97,2,5261
Amruthahalli,2 BHK,924.0,2.0,45.0,2,4870
Kaikondrahalli,2 BHK,1000.0,2.0,30.0,2,3000
Vishveshwarya Layout,4 Bedroom,600.0,4.0,95.0,4,15833
other,3 Bedroom,1200.0,3.0,225.0,3,18750
Bisuvanahalli,2 BHK,845.0,2.0,29.0,2,3431
Kanakpura Road,2 BHK,700.0,2.0,35.0,2,5000
Kothanur,2 BHK,1187.0,2.0,58.0,2,4886
Kaggadasapura,3 BHK,1625.0,3.0,55.0,3,3384
Devarachikkanahalli,2 Bedroom,1200.0,2.0,83.0,2,6916
other,2 BHK,1452.55,2.0,110.0,2,7572
other,3 BHK,2357.0,3.0,151.0,3,6406
Kaval Byrasandra,2 BHK,1200.0,2.0,49.5,2,4125
Budigere,2 BHK,1139.0,2.0,56.85,2,4991
Basavangudi,1 Bedroom,600.0,1.0,97.5,1,16250
Kanakpura Road,3 BHK,1660.0,3.0,75.0,3,4518
other,2 BHK,1170.0,2.0,105.0,2,8974
Somasundara Palya,2 BHK,1448.0,2.0,68.0,2,4696
Kadugodi,3 BHK,1762.0,3.0,110.0,3,6242
Kaggadasapura,2 BHK,1105.0,2.0,38.65,2,3497
Yelahanka,3 BHK,1825.0,3.0,105.0,3,5753
Bhoganhalli,1 RK,296.0,1.0,22.89,1,7733
other,5 Bedroom,1200.0,4.0,85.0,5,7083
Thanisandra,2 BHK,1185.0,2.0,43.0,2,3628
Electronic City Phase II,3 BHK,1320.0,2.0,38.12,3,2887
Hulimavu,2 BHK,1058.0,2.0,48.0,2,4536
Bellandur,2 BHK,1220.0,2.0,60.0,2,4918
Sarjapur,2 BHK,925.0,2.0,25.0,2,2702
Old Madras Road,2 BHK,1200.0,2.0,72.0,2,6000
Kengeri,3 BHK,1160.0,2.0,40.6,3,3500
Kengeri Satellite Town,3 Bedroom,600.0,4.0,72.0,3,12000
other,3 BHK,1411.0,3.0,91.72,3,6500
Bannerghatta Road,3 BHK,1550.0,3.0,78.0,3,5032
Green Glen Layout,4 BHK,3250.0,4.0,230.0,4,7076
Haralur Road,3 BHK,2475.0,4.0,130.0,3,5252
7th Phase JP Nagar,4 BHK,2503.0,4.0,188.0,4,7510
Marathahalli,4 BHK,2524.0,5.0,190.0,4,7527
Kaggadasapura,2 BHK,1063.0,2.0,42.0,2,3951
Kanakpura Road,2 BHK,1077.0,2.0,37.7,2,3500
other,2 BHK,1200.0,3.0,44.0,2,3666
Hosakerehalli,4 BHK,1500.0,3.0,70.0,4,4666
Jalahalli,2 BHK,1045.0,2.0,76.77,2,7346
Kanakapura,3 BHK,1290.0,2.0,45.15,3,3500
Hoodi,2 BHK,1400.0,2.0,78.0,2,5571
Begur Road,3 BHK,1600.0,3.0,58.14,3,3633
other,3 BHK,3095.0,3.0,375.0,3,12116
Nagavara,3 BHK,1545.0,2.0,58.0,3,3754
Sarjapur  Road,3 BHK,1680.0,3.0,112.0,3,6666
other,2 BHK,1350.0,2.0,67.5,2,5000
Gottigere,2 BHK,950.0,2.0,38.0,2,4000
Thanisandra,2 BHK,1050.0,2.0,45.0,2,4285
Banashankari Stage V,3 BHK,1305.0,2.0,49.0,3,3754
Hosakerehalli,4 Bedroom,800.0,4.0,120.0,4,15000
Kodichikkanahalli,5 BHK,2700.0,7.0,125.0,5,4629
other,3 Bedroom,1100.0,3.0,78.0,3,7090
Thanisandra,6 Bedroom,3500.0,5.0,160.0,6,4571
Begur Road,3 BHK,1634.0,3.0,83.33,3,5099
Prithvi Layout,2 BHK,1352.0,2.0,85.0,2,6286
Balagere,2 BHK,1145.0,2.0,65.0,2,5676
other,2 BHK,1240.0,2.0,43.79,2,3531
7th Phase JP Nagar,3 BHK,2200.0,3.0,190.0,3,8636
Bommasandra Industrial Area,2 BHK,1020.0,2.0,39.0,2,3823
other,4 BHK,3600.0,4.0,365.0,4,10138
Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,61.0,2,5222
Electronic City Phase II,2 BHK,1205.0,2.0,75.0,2,6224
Yeshwanthpur,2 BHK,1195.0,2.0,100.0,2,8368
CV Raman Nagar,2 BHK,1028.0,2.0,49.0,2,4766
other,2 BHK,1175.0,2.0,48.27,2,4108
Pai Layout,3 BHK,1550.0,2.0,90.0,3,5806
Yeshwanthpur,3 BHK,1826.0,3.0,165.0,3,9036
Hoodi,5 Bedroom,2400.0,5.0,160.0,5,6666
Yelahanka,3 BHK,1603.0,3.0,96.0,3,5988
Marathahalli,3 BHK,1350.0,3.0,72.0,3,5333
KR Puram,1 BHK,714.0,1.0,28.0,1,3921
Whitefield,2 BHK,1215.0,2.0,65.0,2,5349
Malleshpalya,3 BHK,1405.0,2.0,77.0,3,5480
KR Puram,2 BHK,1142.0,2.0,51.0,2,4465
other,4 Bedroom,4000.0,4.0,170.0,4,4250
Whitefield,3 BHK,1870.0,3.0,90.0,3,4812
Subramanyapura,2 BHK,1313.0,2.0,73.0,2,5559
other,3 BHK,1945.0,3.0,120.0,3,6169
Thanisandra,3 BHK,1573.0,3.0,95.0,3,6039
Sarjapur  Road,2 BHK,1255.0,2.0,92.0,2,7330
Benson Town,4 BHK,1400.0,3.0,91.15,4,6510
Kannamangala,2 BHK,1235.0,2.0,43.63,2,3532
Sarjapur  Road,3 BHK,1380.0,2.0,52.0,3,3768
Ramamurthy Nagar,7 Bedroom,1500.0,9.0,250.0,7,16666
Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411
other,3 BHK,1465.0,2.0,74.72,3,5100
Thigalarapalya,2 BHK,1418.0,2.0,103.0,2,7263
other,3 BHK,1650.0,3.0,165.0,3,10000
Anekal,1 RK,351.0,1.0,16.0,1,4558
Uttarahalli,2 BHK,1279.0,2.0,48.0,2,3752
Kasavanhalli,3 Bedroom,1870.0,3.0,200.0,3,10695
other,4 Bedroom,1500.0,5.0,230.0,4,15333
Hebbal,3 BHK,2526.0,2.0,250.0,3,9897
other,3 Bedroom,1550.0,2.0,150.0,3,9677
Uttarahalli,3 BHK,1845.0,2.0,68.27,3,3700
other,3 BHK,1360.0,2.0,59.27,3,4358
other,3 BHK,1150.0,2.0,75.0,3,6521
Whitefield,2 BHK,1260.0,2.0,49.5,2,3928
other,3 Bedroom,1200.0,3.0,74.0,3,6166
Dasanapura,2 BHK,965.0,2.0,42.5,2,4404
Hoodi,3 BHK,1350.0,2.0,48.0,3,3555
Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250
other,3 BHK,1229.0,3.0,86.03,3,7000
Kudlu,2 BHK,1027.0,2.0,43.0,2,4186
Gottigere,2 BHK,1153.0,2.0,48.5,2,4206
Whitefield,4 BHK,2856.0,5.0,145.5,4,5094
Malleshpalya,2 BHK,1065.0,2.0,50.0,2,4694
other,2 BHK,1030.0,2.0,61.0,2,5922
Mallasandra,2 BHK,1340.0,2.0,61.0,2,4552
Marathahalli,4 BHK,4000.0,5.0,212.0,4,5300
other,1 Bedroom,600.0,1.0,32.0,1,5333
Begur Road,3 BHK,1410.0,2.0,44.42,3,3150
Varthur,2 BHK,1055.0,2.0,45.35,2,4298
Yelahanka,2 BHK,1304.0,2.0,79.0,2,6058
other,4 BHK,2720.0,4.0,485.0,4,17830
Kammasandra,2 BHK,990.0,2.0,31.5,2,3181
7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,3800
Tumkur Road,1 BHK,700.0,1.0,30.09,1,4298
Sonnenahalli,2 BHK,1120.0,2.0,43.0,2,3839
Haralur Road,2 BHK,1300.0,2.0,73.0,2,5615
Tumkur Road,2 BHK,1239.0,2.0,82.0,2,6618
Sarjapur  Road,3 BHK,1403.0,3.0,51.63,3,3679
Hosa Road,2 BHK,1365.0,2.0,92.0,2,6739
other,2 BHK,1165.0,2.0,135.0,2,11587
Subramanyapura,3 BHK,1130.0,2.0,45.19,3,3999
Green Glen Layout,3 BHK,1776.42,3.0,105.0,3,5910
Vidyaranyapura,4 Bedroom,900.0,4.0,175.0,4,19444
Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936
other,2 BHK,1107.0,2.0,33.0,2,2981
Nagavara,3 BHK,2319.0,3.0,180.0,3,7761
other,3 BHK,1520.0,3.0,80.0,3,5263
Kannamangala,3 BHK,1536.0,3.0,89.0,3,5794
other,4 BHK,3000.0,4.0,240.0,4,8000
other,2 BHK,1050.0,2.0,38.0,2,3619
Hoodi,3 BHK,1850.0,3.0,146.0,3,7891
Billekahalli,2 BHK,1112.0,2.0,62.0,2,5575
Marathahalli,3 BHK,1535.0,3.0,72.5,3,4723
Kanakpura Road,2 BHK,1050.0,2.0,35.0,2,3333
Banashankari,4 Bedroom,2400.0,3.0,370.0,4,15416
7th Phase JP Nagar,3 BHK,1250.0,3.0,65.0,3,5200
Kalena Agrahara,2 BHK,1187.0,2.0,52.0,2,4380
9th Phase JP Nagar,2 BHK,1164.0,2.0,56.0,2,4810
Electronic City Phase II,3 BHK,1395.0,2.0,62.78,3,4500
Arekere,3 BHK,2072.0,3.0,108.0,3,5212
Kanakpura Road,3 BHK,1450.0,3.0,60.91,3,4200
Bannerghatta Road,3 BHK,1550.0,3.0,82.0,3,5290
other,2 BHK,1315.0,2.0,90.0,2,6844
Hebbal,4 BHK,3067.0,4.0,230.0,4,7499
other,2 BHK,1210.0,2.0,72.0,2,5950
Bisuvanahalli,3 BHK,1075.0,2.0,47.0,3,4372
other,6 BHK,11338.0,9.0,1000.0,6,8819
other,3 BHK,1215.0,3.0,42.2,3,3473
Kaggadasapura,3 BHK,1470.0,2.0,75.0,3,5102
other,4 Bedroom,30000.0,4.0,2100.0,4,7000
Hosur Road,3 BHK,1590.0,2.0,125.0,3,7861
Kanakpura Road,2 BHK,1050.0,2.0,36.75,2,3500
Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,55.91,2,4281
Malleshwaram,3 BHK,2000.0,3.0,250.0,3,12500
other,3 BHK,1445.0,3.0,64.0,3,4429
Sarjapur  Road,3 BHK,1220.0,3.0,58.0,3,4754
Sarjapur,4 Bedroom,3190.0,3.0,160.0,4,5015
Ramagondanahalli,2 BHK,1215.0,2.0,51.26,2,4218
Budigere,3 BHK,1920.0,2.0,88.0,3,4583
Dodda Nekkundi,2 BHK,1390.0,2.0,60.0,2,4316
Battarahalli,3 Bedroom,800.0,2.0,75.0,3,9375
Nagarbhavi,3 Bedroom,600.0,3.0,100.0,3,16666
Hoodi,2 BHK,1196.0,2.0,71.74,2,5998
Bannerghatta Road,3 BHK,1550.0,2.0,75.0,3,4838
Thigalarapalya,2 BHK,1418.0,2.0,101.0,2,7122
Varthur Road,3 BHK,1655.0,3.0,115.0,3,6948
KR Puram,2 BHK,1115.0,2.0,33.45,2,3000
other,2 BHK,1170.0,2.0,68.0,2,5811
Anekal,2 BHK,1035.0,2.0,38.3,2,3700
Singasandra,3 BHK,1306.0,2.0,58.0,3,4441
Kengeri,2 BHK,750.0,2.0,22.0,2,2933
Thanisandra,3 BHK,1917.0,3.0,122.0,3,6364
Kaggadasapura,3 BHK,1615.0,3.0,58.0,3,3591
Marathahalli,2 BHK,1071.0,2.0,52.25,2,4878
Koramangala,2 BHK,1325.0,2.0,119.0,2,8981
Malleshwaram,7 Bedroom,3000.0,4.0,900.0,7,30000
5th Phase JP Nagar,3 BHK,1400.0,2.0,88.0,3,6285
Tumkur Road,2 BHK,1246.0,2.0,82.0,2,6581
Sarjapur,2 BHK,1215.0,2.0,40.0,2,3292
Munnekollal,2 BHK,1200.0,2.0,49.5,2,4125
other,4 Bedroom,450.0,3.0,53.0,4,11777
Kodigehaali,2 BHK,1200.0,2.0,60.0,2,5000
Kaval Byrasandra,2 BHK,945.0,2.0,50.0,2,5291
Benson Town,4 BHK,4460.0,5.0,650.0,4,14573
Hormavu,2 BHK,1175.0,2.0,52.0,2,4425
Whitefield,2 BHK,920.0,2.0,63.0,2,6847
Hosakerehalli,4 BHK,3024.0,5.0,350.0,4,11574
other,2 Bedroom,1600.0,2.0,110.0,2,6875
Sanjay nagar,4 Bedroom,750.0,2.0,110.0,4,14666
other,4 Bedroom,2400.0,4.0,700.0,4,29166
other,2 BHK,955.0,1.0,34.01,2,3561
Ardendale,3 BHK,1750.0,3.0,100.0,3,5714
Uttarahalli,3 BHK,1425.0,2.0,64.0,3,4491
Basavangudi,3 BHK,2150.0,3.0,265.0,3,12325
Whitefield,2 BHK,1165.0,2.0,40.5,2,3476
Kaggadasapura,2 BHK,1050.0,2.0,48.0,2,4571
other,3 BHK,1370.0,2.0,75.0,3,5474
Electronic City,3 BHK,1374.0,2.0,72.0,3,5240
Harlur,3 BHK,1754.0,3.0,124.0,3,7069
Kothanur,3 BHK,1847.0,3.0,110.0,3,5955
Ambedkar Nagar,3 BHK,1850.0,4.0,139.0,3,7513
Chikka Tirupathi,3 Bedroom,3297.0,3.0,135.0,3,4094
other,2 BHK,1187.0,2.0,45.0,2,3791
Bommasandra Industrial Area,3 BHK,1400.0,2.0,40.44,3,2888
other,3 Bedroom,600.0,2.0,30.0,3,5000
Chamrajpet,2 BHK,1350.0,2.0,180.0,2,13333
Doddaballapur,3 Bedroom,3000.0,2.0,120.0,3,4000
Thanisandra,1 BHK,693.0,1.0,34.3,1,4949
other,3 BHK,1980.0,3.0,224.0,3,11313
KR Puram,2 BHK,1021.0,2.0,48.0,2,4701
Thigalarapalya,2 BHK,1165.0,2.0,95.0,2,8154
Horamavu Agara,3 BHK,1756.0,3.0,92.0,3,5239
Bharathi Nagar,3 BHK,1739.0,3.0,105.0,3,6037
Varthur,2 BHK,1280.0,2.0,65.0,2,5078
Marathahalli,2 BHK,1215.0,2.0,58.86,2,4844
Munnekollal,2 BHK,950.0,2.0,46.5,2,4894
Kengeri,3 BHK,1082.0,2.0,49.0,3,4528
7th Phase JP Nagar,2 BHK,1050.0,2.0,42.0,2,4000
Devanahalli,2 BHK,1080.0,2.0,53.35,2,4939
Arekere,2 BHK,1100.0,2.0,55.0,2,5000
Ardendale,4 Bedroom,3200.0,4.0,205.0,4,6406
Sarjapur  Road,2 BHK,1311.0,2.0,78.0,2,5949
Raja Rajeshwari Nagar,3 BHK,1608.0,3.0,67.98,3,4227
Begur Road,2 BHK,1160.0,2.0,36.0,2,3103
Whitefield,2 BHK,1170.0,2.0,71.0,2,6068
Kengeri,2 BHK,1155.0,2.0,40.6,2,3515
Hebbal,3 BHK,1255.0,2.0,77.68,3,6189
Rayasandra,2 BHK,1065.0,2.0,44.95,2,4220
Neeladri Nagar,1 BHK,674.0,1.0,21.0,1,3115
Ambedkar Nagar,3 BHK,1936.0,4.0,126.0,3,6508
Sarakki Nagar,3 BHK,2289.0,3.0,260.0,3,11358
other,2 BHK,1100.0,2.0,38.45,2,3495
Ramagondanahalli,3 BHK,2257.0,4.0,157.0,3,6956
Nagarbhavi,2 BHK,1055.0,2.0,55.0,2,5213
Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,51.87,3,3390
other,3 BHK,1700.0,3.0,97.0,3,5705
Raja Rajeshwari Nagar,3 BHK,1575.0,2.0,78.0,3,4952
Frazer Town,3 BHK,3500.0,4.0,330.0,3,9428
Rajiv Nagar,2 BHK,1263.0,2.0,93.32,2,7388
KR Puram,3 BHK,1559.0,3.0,69.315,3,4446
Kengeri Satellite Town,2 BHK,1043.0,2.0,65.0,2,6232
Hennur,2 BHK,1255.0,2.0,53.5,2,4262
JP Nagar,2 BHK,1352.5,2.0,93.865,2,6940
Chandapura,1 BHK,590.0,1.0,13.57,1,2300
Yelahanka,3 Bedroom,1550.0,3.0,120.0,3,7741
Sarjapur  Road,3 BHK,1220.0,3.0,56.0,3,4590
other,3 BHK,1900.0,3.0,160.0,3,8421
other,3 BHK,1360.0,3.0,55.0,3,4044
other,2 BHK,1100.0,2.0,75.0,2,6818
8th Phase JP Nagar,3 BHK,1455.0,3.0,73.31,3,5038
KR Puram,2 BHK,1035.0,2.0,40.5,2,3913
Harlur,2 BHK,1152.0,2.0,69.0,2,5989
Bellandur,2 BHK,1299.0,2.0,82.0,2,6312
Sarjapur  Road,3 BHK,1157.0,2.0,75.0,3,6482
Rachenahalli,2 BHK,1050.0,2.0,52.5,2,5000
Pai Layout,2 BHK,1050.0,2.0,40.0,2,3809
Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409
other,3 BHK,1929.0,3.0,115.0,3,5961
Hennur,2 BHK,1285.0,2.0,60.0,2,4669
Margondanahalli,3 Bedroom,1200.0,2.0,65.0,3,5416
other,4 BHK,3161.0,4.0,214.0,4,6770
BTM 2nd Stage,3 BHK,1850.0,3.0,170.0,3,9189
Sompura,3 BHK,1025.0,2.0,37.0,3,3609
